date,country,total,Domestic Aviation,Ground Transport,Industry,International Aviation,Power,Residential
2021/2/21,China,23413.37596,161.4214834,2220.95635,7980.77773,22.20127708,10831.16251,2219.057878
2021/2/22,China,24165.79357,155.8121956,2307.738319,8090.345538,17.38736969,10979.86315,2632.034363
2021/2/23,China,25135.47166,154.0283524,2343.51676,8360.730611,23.65100155,11346.81795,2930.377984
2021/2/24,China,25568.4389,157.2981072,2356.211155,8509.177318,26.19836253,11548.28333,2997.468992
2021/2/25,China,26324.89269,156.9372276,2391.098638,8721.244043,28.103845,11836.09101,3219.521772
2021/2/26,China,26671.44812,165.2918191,2328.744301,8867.923527,28.57008856,12035.15799,3274.33048
2021/2/27,China,26845.15638,186.0424031,2424.626556,8998.698007,27.53049669,12212.6394,3023.150015
2021/2/28,China,27106.05394,188.2446974,2431.420227,9067.619693,29.82889521,12306.1769,3112.592423
2021/3/1,China,31661.97663,192.3223111,2377.840412,12060.49866,23.62314547,13705.16821,3326.147033
2021/3/2,China,32360.2479,189.6464754,2466.843678,12450.87255,26.63003026,14148.77673,3104.108468
2021/3/3,China,32146.25957,188.4357045,2435.110113,12489.68165,33.95709146,14192.87816,2840.153949
2021/3/4,China,32266.96289,187.3606991,2449.562816,12672.31271,31.23743173,14400.4143,2557.312365
2021/3/5,China,33014.87557,193.9552919,2435.863187,12912.01598,33.67872624,14672.80549,2800.235618
2021/3/6,China,34008.78496,186.7991575,2439.584124,13188.24546,28.86072327,14986.70391,3207.452306
2021/3/7,China,33630.91803,192.4090548,2419.011957,13080.94971,34.25552123,14864.77643,3073.770881
2021/3/8,China,33459.19006,190.0219569,2408.717552,13135.73903,24.21893518,14927.03727,2797.674252
2021/3/9,China,33480.46105,190.0066656,2394.538823,13231.62033,28.74836658,15035.99375,2628.301481
2021/3/10,China,33222.55211,191.2273597,2394.765668,13176.83101,33.44965291,14973.7329,2485.995166
2021/3/11,China,33268.45314,192.2986847,2395.410439,13204.22567,31.73559774,15004.86333,2471.655012
2021/3/12,China,32796.27705,196.0744452,2408.627793,13012.46306,32.25795196,14786.95037,2392.161378
2021/3/13,China,31709.24059,190.7838289,2459.045851,12542.18808,31.00089434,14252.5448,2264.678034
2021/3/14,China,31337.22943,196.7382917,2471.274742,12473.70143,33.26670536,14174.71874,2020.796216
2021/3/15,China,31207.74191,188.0099514,2466.418429,12405.21478,26.96805009,14096.89269,2051.206054
2021/3/16,China,31436.69305,194.1197818,2456.918685,12382.3859,29.25700643,14070.95067,2332.318013
2021/3/17,China,31192.97039,197.4436936,2458.10607,12254.54416,35.34677145,13925.67537,2357.2011
2021/3/18,China,31899.4089,195.847832,2448.171124,12519.3592,33.36370155,14226.60278,2509.427967
2021/3/19,China,31518.29273,200.5242302,2452.495836,12288.78748,34.45740232,13964.5884,2611.896789
2021/3/20,China,31587.56495,198.5313063,2465.425342,12275.09015,31.95597934,13949.02319,2699.494963
2021/3/21,China,31665.90102,202.0469086,2477.325005,12213.45217,35.39722677,13878.97974,2894.097204
2021/3/22,China,31055.86806,201.9821878,2524.939679,12069.63021,28.14821416,13715.54502,2543.770962
2021/3/23,China,30896.35436,199.6323207,2529.265327,12154.09708,31.18111038,13811.53049,2201.829148
2021/3/24,China,31009.26548,200.7057628,2521.441108,12304.7677,35.46399089,13982.74781,1999.603104
2021/3/25,China,30856.77912,199.4963492,2522.40475,12320.74792,33.98949507,14000.90722,1813.22288
2021/3/26,China,30196.21142,201.8459198,2536.351125,11950.92002,34.87856508,13580.64653,1926.447827
2021/3/27,China,30024.94496,196.6405158,2508.954483,11909.82803,29.14406646,13533.95089,1875.57103
2021/3/28,China,30073.98718,206.1103367,2520.858805,11987.44623,30.47576379,13622.15376,1737.418051
2021/3/29,China,29871.85533,205.9111303,2474.908441,11861.88738,23.80395559,13479.47266,1849.675721
2021/3/30,China,30141.78544,203.3001222,2465.34467,11998.86067,29.18329084,13635.12477,1839.155204
2021/3/31,China,30372.55551,201.1757165,2478.625662,12058.21577,32.2230609,13702.57401,1931.96435
2021/4/1,China,33519.81992,198.0518933,2466.952835,14650.94923,29.78561639,14144.15338,2059.712579
2021/4/2,China,33535.66462,210.57144,2506.271428,14568.00368,33.34288436,14064.07702,2186.741044
2021/4/3,China,33415.48767,204.0375111,2468.332925,14421.46654,30.40208898,13922.6088,2399.041897
2021/4/4,China,33379.73506,185.7058903,2494.114382,14440.8205,32.94630214,13941.29328,2317.801005
2021/4/5,China,33040.8374,211.8245889,2513.406192,14305.34277,27.3194784,13810.5019,2199.761951
2021/4/6,China,33299.02605,209.2023481,2518.477396,14498.88239,29.39081925,13997.34673,2075.117188
2021/4/7,China,33433.88776,208.0825223,2480.792077,14534.82546,34.15245882,14032.04648,2178.141213
2021/4/8,China,33071.39026,204.2867997,2496.473499,14368.93436,31.60058058,13871.89377,2129.801826
2021/4/9,China,31624.38588,209.52309,2507.148501,13680.48628,31.90549438,13207.26003,2019.967969
2021/4/10,China,31522.22046,204.9717688,2489.187819,13710.89965,31.43039649,13236.62136,1880.539855
2021/4/11,China,31247.81809,208.9846485,2484.452677,13542.2437,33.21079836,13073.79944,1938.337622
2021/4/12,China,31628.49165,207.5927103,2477.941895,13724.72391,26.65172899,13249.96742,1968.265711
2021/4/13,China,31470.93126,207.9014387,2464.719196,13536.71399,30.75895792,13068.46102,2193.135618
2021/4/14,China,31424.93459,208.3274189,2477.333048,13572.65706,34.31339667,13103.16077,2063.456289
2021/4/15,China,31166.71955,204.1791986,2448.134563,13558.83281,32.3549242,13089.81471,1865.75827
2021/4/16,China,30420.89998,208.3304406,2499.919472,13141.3402,32.72983478,12686.76373,1884.54614
2021/4/17,China,30738.93668,206.1161122,2469.115943,13257.46397,30.29734718,12798.87063,2007.370028
2021/4/18,China,30173.32884,209.2447854,2436.165441,13086.04316,34.02627555,12633.37949,1808.495958
2021/4/19,China,30046.66294,208.7660786,2441.587321,13108.16198,27.5936793,12654.73319,1633.41437
2021/4/20,China,30144.08557,207.1199775,2486.192099,13119.22138,30.52261814,12665.41004,1666.142072
2021/4/21,China,29903.88904,208.5238469,2492.861379,12992.0382,34.76808952,12542.62629,1667.839315
2021/4/22,China,30158.1154,206.8318567,2519.012653,13110.92683,33.60676509,12657.4024,1663.941658
2021/4/23,China,30193.68245,211.5253688,2508.499007,13102.63227,31.98259106,12649.39477,1721.631034
2021/4/24,China,30275.48412,207.8631486,2474.348834,13097.10257,32.3727103,12644.05634,1852.113223
2021/4/25,China,30483.86796,211.2004566,2497.774896,13171.75357,33.18317809,12716.12506,1887.01398
2021/4/26,China,29992.39507,211.2375466,2484.258051,12997.56791,29.43365984,12547.96472,1751.366849
2021/4/27,China,29841.0641,209.4097977,2474.6808,12956.09513,31.93432301,12507.92654,1692.951829
2021/4/28,China,30038.02156,215.4214471,2486.036736,13052.86494,35.84123798,12601.34895,1682.349483
2021/4/29,China,30175.83746,215.4013893,2507.359291,13133.04564,33.43347896,12678.7561,1641.275041
2021/4/30,China,30262.35187,218.9182169,2610.343278,13077.74861,32.06219741,12625.37186,1729.969907
2021/5/1,China,28689.50555,220.7164475,2584.663321,12447.401,31.20266229,11837.72774,1598.997039
2021/5/2,China,27726.2127,202.8362172,2560.28807,11993.34134,32.2979711,11405.9079,1563.839168
2021/5/3,China,28018.96323,196.6728497,2545.519383,12150.30024,26.18139464,11555.17896,1571.291805
2021/5/4,China,29123.48251,210.5116958,2542.627636,12694.0507,26.57331513,12072.29654,1603.995941
2021/5/5,China,28783.18159,222.5997193,2532.140866,12579.13436,32.60254251,11963.0088,1486.29784
2021/5/6,China,28595.42903,215.5362175,2539.012846,12495.04924,28.54313989,11883.04217,1462.788564
2021/5/7,China,29723.29335,213.8415161,2536.586469,13064.02524,31.7430706,12424.14974,1484.69039
2021/5/8,China,30011.65633,209.5458871,2538.277351,13215.37846,32.34532958,12568.08968,1480.364952
2021/5/9,China,30120.21633,213.0534489,2509.084902,13305.06926,35.66197405,12653.38743,1439.621291
2021/5/10,China,30585.56431,201.3287959,2530.066838,13523.69057,27.88088002,12861.30068,1469.177417
2021/5/11,China,30895.5691,200.9810963,2548.521837,13705.87501,32.31861072,13034.56173,1405.629429
2021/5/12,China,30737.54006,206.1342266,2557.979682,13618.98705,34.61030061,12951.92954,1402.509567
2021/5/13,China,30496.90909,200.3034824,2574.386136,13504.07071,35.25250417,12842.6418,1375.506954
2021/5/14,China,30605.22531,196.0422514,2585.803,13537.70476,32.93638318,12874.62846,1411.046837
2021/5/15,China,30681.05449,181.9563016,2566.751024,13515.28206,32.13172586,12853.30402,1563.761077
2021/5/16,China,30418.63855,193.422036,2536.845972,13380.74587,34.72243114,12725.3574,1582.267271
2021/5/17,China,30833.73099,201.4352591,2558.853824,13663.83245,29.35396589,12994.57841,1415.031052
2021/5/18,China,30623.82987,189.4232162,2564.36547,13576.94449,31.61992744,12911.94622,1381.150481
2021/5/19,China,30989.64978,180.4579291,2570.885,13759.12892,35.47925638,13085.20727,1393.970662
2021/5/20,China,30815.83855,197.3626132,2565.271936,13669.43812,32.89753461,12999.90952,1383.856361
2021/5/21,China,30405.78917,193.109213,2583.368853,13464.83099,33.15872701,12805.32404,1359.156079
2021/5/22,China,30238.5511,187.5543907,2546.183076,13377.94303,33.18888145,12722.69185,1404.178757
2021/5/23,China,30171.73524,192.5215674,2541.076322,13307.87209,34.94681909,12656.05298,1474.21227
2021/5/24,China,30536.75864,193.5136654,2542.649187,13498.46504,29.92765218,12837.31069,1464.820056
2021/5/25,China,30122.51506,191.415497,2553.161505,13310.67493,31.41279726,12658.71854,1408.544592
2021/5/26,China,30229.45453,177.1168986,2546.953413,13363.92884,33.43829056,12709.36408,1432.091298
2021/5/27,China,30296.68835,186.3677309,2568.235227,13405.9714,31.67096215,12749.34739,1386.766591
2021/5/28,China,30654.83517,197.0896471,2593.387452,13568.53597,32.60111959,12903.94956,1391.872542
2021/5/29,China,31101.05013,187.6991759,2578.096688,13823.59418,32.26292362,13146.51502,1365.145066
2021/5/30,China,31155.25106,189.7053306,2565.024045,13862.8339,32.07687318,13183.83278,1353.854997
2021/5/31,China,31509.18297,177.3464827,2574.294919,14036.60982,26.65955876,13349.09717,1371.834582
2021/6/1,China,29849.29078,169.3431023,2569.393262,12305.56752,29.57795948,13392.28347,1412.703424
2021/6/2,China,29205.00015,172.1690373,2567.168057,11985.78388,32.60493726,13044.25944,1435.619734
2021/6/3,China,29414.69411,167.1077626,2450.385152,12132.24967,32.22504689,13203.65976,1461.291766
2021/6/4,China,29782.69073,178.6662215,2491.455677,12300.68533,31.83954847,13386.97013,1424.91338
2021/6/5,China,29915.99054,173.6671625,2445.803895,12398.32919,30.85944778,13493.237,1404.953288
2021/6/6,China,30179.70763,176.1761308,2414.523341,12544.79498,32.87280306,13652.63732,1391.575859
2021/6/7,China,30316.58694,170.4416044,2442.771817,12603.3813,26.39669066,13716.39745,1383.594769
2021/6/8,China,30496.34492,164.8995999,2445.329165,12688.81967,31.92090143,13809.38097,1387.915512
2021/6/9,China,30840.28109,166.9739687,2411.221232,12862.13753,32.32698037,13998.00468,1401.943678
2021/6/10,China,31486.32214,165.4764616,2532.593099,13123.33485,31.51417383,14282.26858,1382.649139
2021/6/11,China,31624.89451,185.4677374,2544.609727,13177.03898,31.57698258,14340.71537,1377.062701
2021/6/12,China,31451.81335,176.4071959,2502.182967,13120.89376,32.67591451,14279.61191,1372.717518
2021/6/13,China,30726.96645,156.8067283,2483.008225,12791.34573,32.07152085,13920.96119,1374.844576
2021/6/14,China,30706.88071,174.6472772,2456.295949,12784.02244,28.46012738,13912.99118,1378.923864
2021/6/15,China,31826.56426,181.4602716,2494.555841,13296.6527,30.48971017,14470.89229,1383.003153
2021/6/16,China,32120.6987,175.7923945,2510.28168,13421.14863,33.89768132,14606.38257,1407.09343
2021/6/17,China,32202.4382,169.4372682,2528.929394,13457.76507,31.99179552,14646.23265,1400.073814
2021/6/18,China,32431.02452,179.7175268,2540.969862,13562.73222,31.14997077,14760.46954,1387.135368
2021/6/19,China,32242.23033,170.9182855,2519.812574,13489.49933,31.48048638,14680.76938,1381.230755
2021/6/20,China,32221.88408,176.6702363,2513.411051,13479.73494,33.69531998,14670.14269,1381.925155
2021/6/21,China,32511.93427,174.072743,2549.818059,13604.23087,27.69167303,14805.63296,1378.179633
2021/6/22,China,32219.66737,164.7541111,2550.992587,13469.97056,30.96573348,14659.51601,1374.434112
2021/6/23,China,31661.26438,170.5641963,2548.451003,13201.44994,31.1724241,14367.28209,1373.51715
2021/6/24,China,31899.12893,169.3756638,2566.4872,13303.97599,30.61411646,14478.86231,1380.427761
2021/6/25,China,31812.52558,176.7708992,2540.44722,13274.68284,29.1051058,14446.98225,1373.642374
2021/6/26,China,31852.90878,167.1200892,2510.595986,13313.74038,31.05542633,14489.489,1371.96333
2021/6/27,China,31730.3895,170.9235175,2468.114567,13274.68284,29.2439261,14446.98225,1369.686332
2021/6/28,China,32272.92412,170.3610428,2504.744489,13516.35139,26.0921862,14709.99277,1371.47442
2021/6/29,China,31744.87517,166.3021743,2505.674865,13264.91845,30.54020398,14436.35556,1371.624123
2021/6/30,China,32182.71959,170.0850464,2483.200357,13482.17604,30.84385577,14672.79937,1374.45878
2021/7/1,China,28794.81115,157.5611786,2525.220992,10951.21283,28.95947138,13828.23912,1332.577028
2021/7/2,China,28911.83491,179.0565769,2492.506262,11005.98918,28.66063437,13897.40594,1336.876954
2021/7/3,China,29077.0813,183.3307071,2481.618642,11085.11058,30.25110978,13997.31356,1329.707819
2021/7/4,China,29443.49703,188.2917492,2433.365274,11267.69842,29.42270416,14227.8696,1326.271986
2021/7/5,China,29968.29366,180.8333128,2431.857626,11503.03385,25.82402059,14525.03072,1327.538148
2021/7/6,China,30382.01321,185.6973153,2455.294333,11673.44917,28.87270769,14740.21636,1327.356029
2021/7/7,China,30967.55832,189.2429757,2492.801725,11914.87087,30.0042976,15045.06268,1325.580061
2021/7/8,China,31493.53709,181.2195043,2508.998771,12144.12004,27.93172165,15334.53861,1324.660168
2021/7/9,China,31967.85594,198.9712295,2536.333415,12332.79414,29.40716166,15572.77985,1326.977299
2021/7/10,China,32027.00178,196.1189353,2548.641742,12355.11044,29.85429647,15600.95892,1326.171746
2021/7/11,China,32045.23021,197.6708757,2506.447443,12381.48423,28.50979269,15634.26146,1325.366193
2021/7/12,China,32274.2404,197.2120407,2520.969103,12476.83566,27.2488503,15754.66295,1324.56064
2021/7/13,China,32503.21436,203.2836625,2519.743107,12576.2446,29.19867653,15880.18791,1323.755087
2021/7/14,China,32503.81172,202.1760143,2518.548194,12576.2446,30.78934011,15880.18791,1326.655012
2021/7/15,China,32774.14371,197.1115191,2538.021817,12689.85481,29.94723914,16023.645,1325.510561
2021/7/16,China,32098.50785,198.69811,2535.913085,12391.628,29.35108161,15647.07013,1325.198518
2021/7/17,China,30881.44219,197.334523,2527.016465,11858.06576,30.95950463,14973.33414,1325.691301
2021/7/18,China,30201.43692,202.2808639,2525.459579,11555.78145,30.45353837,14591.6358,1326.279227
2021/7/19,China,30525.42006,200.207711,2500.113693,11711.99549,25.92345466,14788.8893,1324.213861
2021/7/20,China,29947.66084,189.3742864,2563.035264,11434.05623,30.48408888,14437.93177,1323.263294
2021/7/21,China,29439.7616,184.164189,2463.912967,11255.52589,29.88248683,14212.4992,1323.659358
2021/7/22,China,29180.02369,195.6186338,2505.512854,11117.57064,30.95996455,14038.3013,1323.020272
2021/7/23,China,29581.71691,203.6014512,2414.217574,11332.61854,27.81824016,14309.84508,1321.434271
2021/7/24,China,29811.19428,177.5202832,2361.760866,11468.54504,25.39166766,14481.48125,1321.886847
2021/7/25,China,29747.65982,149.8016939,2350.240811,11456.37252,18.07150724,14466.11084,1325.133958
2021/7/26,China,30602.70729,171.0899267,2406.920644,11797.20315,16.8075778,14896.48212,1331.011441
2021/7/27,China,31086.13343,194.3994748,2390.124987,12008.19354,26.93323053,15162.90244,1330.51299
2021/7/28,China,31363.60287,193.9561417,2445.157238,12107.60248,31.00299735,15288.4274,1328.459612
2021/7/29,China,31375.76574,191.707251,2471.148924,12103.54497,30.16417189,15283.30393,1326.060664
2021/7/30,China,30798.8967,194.0212478,2483.551304,11841.83573,30.22778529,14952.84027,1326.648147
2021/7/31,China,30700.57995,185.0780355,2534.360987,11778.94437,28.93135016,14873.42652,1328.770039
2021/8/1,China,31361.59644,179.1868268,2350.240811,12261.39697,27.96699717,15243.10979,1327.662047
2021/8/2,China,31818.75759,164.6634068,2458.014837,12424.90986,24.63809734,15446.38556,1324.783927
2021/8/3,China,32435.93136,145.0607276,2467.901072,12700.19105,26.38872076,15788.60933,1334.169177
2021/8/4,China,33142.25565,137.0097194,2417.722704,13043.7751,26.97875428,16215.74576,1328.002368
2021/8/5,China,32713.01672,122.5646989,2482.498946,12830.58741,27.51705906,15950.71532,1326.650348
2021/8/6,China,32859.15029,119.082261,2481.789583,12896.82047,28.62135148,16033.05488,1328.403091
2021/8/7,China,32865.20638,109.3129196,2380.671762,12950.63484,27.46137278,16099.95577,1324.631087
2021/8/8,China,32414.94689,107.7601234,2350.240811,12762.28455,27.07205406,15865.80266,1328.858742
2021/8/9,China,32857.47403,93.14281453,2472.23914,12911.30896,21.95309079,16051.06666,1329.716463
2021/8/10,China,32891.94332,92.92625944,2384.116366,12965.12333,28.93844945,16117.96754,1331.809829
2021/8/11,China,32296.67701,94.59639108,2376.823682,12702.26083,26.85648987,15791.18244,1331.813663
2021/8/12,China,31717.73438,88.25049302,2382.046104,12443.53791,26.35946487,15469.54356,1334.356318
2021/8/13,China,31841.60092,98.28575386,2411.201383,12482.86379,26.9015812,15518.43267,1330.817326
2021/8/14,China,30458.90451,93.4630242,2495.449433,11830.88201,24.47905537,14707.90269,1331.207346
2021/8/15,China,29385.24711,107.7102376,2454.901471,11365.18075,26.83558613,14128.95271,1328.501946
2021/8/16,China,29746.0543,100.6045394,2494.102428,11512.13537,22.122232,14311.64359,1327.568368
2021/8/17,China,30198.56441,94.92594664,2514.910081,11706.69501,26.19187625,14553.51603,1328.517337
2021/8/18,China,30309.90081,98.0818008,2514.947367,11754.30003,26.63716333,14612.69759,1329.874031
2021/8/19,China,30039.6726,95.4965515,2566.307425,11611.48497,27.89784678,14435.15292,1331.230726
2021/8/20,China,29676.89271,110.0942762,2550.861802,11452.11165,26.69220988,14237.02337,1326.801611
2021/8/21,China,29421.84881,94.83846991,2536.29381,11350.69226,23.4320361,14110.94093,1329.083337
2021/8/22,China,29368.19496,102.4825816,2519.665935,11329.99443,24.9000666,14085.20982,1330.842193
2021/8/23,China,29354.19171,107.4476294,2542.73343,11305.15703,19.97417783,14054.33249,1344.521134
2021/8/24,China,29406.75327,102.1743629,2505.820027,11344.48291,22.02973691,14103.2216,1351.054367
2021/8/25,China,29220.35305,113.6699223,2504.773015,11251.34266,26.64091461,13987.4316,1363.135851
2021/8/26,China,28380.64702,119.9316298,2525.761218,10864.29316,22.6367038,13506.25984,1364.401174
2021/8/27,China,28341.28743,133.457963,2510.989066,10853.94424,25.55602574,13493.39428,1349.501873
2021/8/28,China,28218.21167,130.2720976,2490.187631,10806.33922,23.21780407,13434.21273,1357.19999
2021/8/29,China,27948.7103,135.65463,2479.7647,10690.43135,24.53967654,13290.11851,1352.741104
2021/8/30,China,27981.81427,127.8363161,2479.98262,10702.85005,22.56137997,13305.55718,1365.588101
2021/8/31,China,29582.02964,130.3910522,2497.698853,11414.85555,22.72677755,14190.70737,1348.376816
2021/9/1,China,31121.68671,149.6395089,2549.570692,12492.21009,26.87408388,14551.65359,1378.612834
2021/9/2,China,31426.19635,151.5210081,2523.349541,12645.22254,25.54239414,14729.89139,1376.211877
2021/9/3,China,31522.18872,167.9496256,2605.134621,12640.655,26.49414283,14724.57086,1383.878615
2021/9/4,China,31057.67956,160.7333142,2546.353811,12453.38604,27.10747752,14506.42907,1390.777331
2021/9/5,China,30504.99141,167.4815352,2550.664073,12181.61766,26.36626944,14189.85745,1415.370693
2021/9/6,China,30514.80033,161.4937502,2550.361445,12181.61766,23.83749587,14189.85745,1431.470027
2021/9/7,China,29730.46345,155.8872658,2571.384768,11823.06611,26.14485323,13772.19573,1407.929579
2021/9/8,China,29236.01829,163.3389368,2557.960273,11603.8244,28.6048308,13516.81022,1394.084468
2021/9/9,China,29236.52514,166.0594745,2566.72363,11592.40556,26.74090894,13503.50889,1407.827586
2021/9/10,China,29978.01652,179.5722297,2587.52923,11918.98436,29.29388735,13883.92689,1408.003814
2021/9/11,China,30016.99749,167.1097187,2580.081233,11939.53827,28.94126433,13907.86928,1422.398985
2021/9/12,China,29248.00089,171.6672189,2552.301259,11601.54063,27.89884663,13514.14995,1408.341828
2021/9/13,China,27912.05474,131.7731754,2554.04772,10998.62592,20.35827485,12811.83979,1415.768132
2021/9/14,China,29205.38195,146.3642876,2568.555431,11580.98672,21.32640049,13490.20756,1419.26795
2021/9/15,China,28966.52037,168.6156985,2582.062685,11455.37949,30.05642245,13343.89294,1416.569555
2021/9/16,China,29288.22883,165.6614752,2575.01167,11599.25687,27.17862557,13511.48968,1436.809134
2021/9/17,China,28977.5981,172.4023105,2581.437067,11457.66326,28.79022825,13346.55321,1419.542258
2021/9/18,China,29183.06356,181.1568049,2595.499439,11523.89253,28.26422548,13423.70091,1458.813878
2021/9/19,China,29260.76813,157.5647628,2587.78684,11551.29774,27.90198528,13455.6241,1508.494687
2021/9/20,China,28784.75604,132.5384426,2577.1818,11368.59631,25.67749551,13242.80284,1463.636643
2021/9/21,China,26796.17242,144.8786838,2568.268205,10459.65671,28.51516214,12184.01708,1439.351741
2021/9/22,China,27104.08291,174.8194807,2561.215276,10587.54771,28.82644781,12332.99196,1447.508478
2021/9/23,China,27726.54106,156.3331852,2567.206859,10877.58623,29.43324896,12670.84571,1454.56908
2021/9/24,China,28612.69741,158.0732444,2574.452293,11286.38067,29.34809648,13147.03328,1446.757927
2021/9/25,China,28313.28653,160.3697695,2567.422537,11149.3546,28.06756932,12987.41733,1448.72229
2021/9/26,China,27937.89005,165.3563983,2570.410773,10971.22071,29.95734159,12779.91661,1450.985563
2021/9/27,China,28056.9824,168.4814709,2537.992762,11044.30128,25.03434232,12865.04511,1441.161773
2021/9/28,China,28107.39549,173.0516834,2671.232303,11005.47723,28.50580175,12819.82059,1437.813687
2021/9/29,China,28205.61415,183.6476842,2571.30345,11073.99026,29.0655409,12899.62856,1477.04419
2021/9/30,China,27860.06753,195.383312,2587.299928,10891.28883,29.53932322,12686.8073,1499.288148
2021/10/1,China,27276.63495,190.1489533,2557.3732,10924.1501,28.61089691,12126.40908,1478.553616
2021/10/2,China,26820.77838,165.3035507,2553.067695,10747.80443,25.54224224,11930.65566,1423.947045
2021/10/3,China,26463.07386,150.35984,2555.855482,10557.53674,25.84220604,11719.44803,1479.873772
2021/10/4,China,26692.01218,148.3451902,2554.790866,10569.13843,26.33429188,11732.32654,1687.411156
2021/10/5,China,27371.31721,167.9287916,2566.769526,10831.33659,25.86736318,12023.38096,1781.901332
2021/10/6,China,27710.77469,187.8589973,2555.899832,10958.95517,27.23518084,12165.04462,1843.016074
2021/10/7,China,27948.95547,193.1035455,2518.064045,11119.05847,25.09686595,12342.76812,1775.961292
2021/10/8,China,27219.54402,170.107142,2288.997757,10949.67382,25.34230416,12154.74181,1656.023494
2021/10/9,China,27034.30609,162.8636173,2494.999517,10768.68747,24.51907213,11953.83699,1653.918499
2021/10/10,China,26872.91233,176.9474193,2523.623167,10538.97404,28.16701841,11698.8424,1934.525307
2021/10/11,China,26906.56619,168.7060362,2514.153045,10569.13843,25.37471883,11732.32654,1922.242142
2021/10/12,China,26502.73226,154.8560887,2562.508688,10439.19951,29.24058151,11588.08718,1758.080787
2021/10/13,China,26655.95628,149.4787876,2579.207051,10580.74012,29.76832883,11745.20506,1601.32527
2021/10/14,China,27052.66158,170.5014459,2566.529508,10708.35869,29.58805386,11886.86871,1720.403222
2021/10/15,China,27555.1894,183.8350183,2553.138665,10838.2976,29.8716081,12031.10807,1948.810036
2021/10/16,China,27726.13799,174.8114188,2563.434903,10682.83498,28.9410687,11858.53598,2446.520711
2021/10/17,China,27316.00553,182.0275271,2562.589735,10527.37235,30.45793545,11685.96389,2358.05203
2021/10/18,China,27082.60924,176.795483,2552.122593,10527.37235,29.81546676,11685.96389,2140.354923
2021/10/19,China,27255.55052,166.5838642,2528.195644,10559.85708,31.29968178,11722.02373,2278.890209
2021/10/20,China,28295.79676,164.5678409,2530.146918,10984.47888,32.7522008,12193.37735,2423.22576
2021/10/21,China,28635.96616,164.920182,2591.961349,11149.22286,32.19918402,12376.25226,2353.609509
2021/10/22,China,28295.0468,170.153583,2595.97449,11007.68226,32.59044412,12219.13438,2302.102087
2021/10/23,China,28006.67151,156.5476412,2568.354972,10958.95517,31.70006711,12165.04462,2157.76911
2021/10/24,China,27908.81682,159.62709,2567.32847,10954.31449,32.92499815,12159.89322,2067.653556
2021/10/25,China,27595.75728,151.8607553,2576.487968,10868.462,29.50199687,12064.59221,1934.354349
2021/10/26,China,27668.17224,141.5178283,2562.64444,10907.90774,30.65308143,12108.37916,1947.723075
2021/10/27,China,27999.33214,138.5242865,2571.236147,11065.6907,34.90858496,12283.52695,1940.35405
2021/10/28,China,28538.62564,134.0094402,2548.192279,11341.8109,33.94030804,12590.03559,1924.577426
2021/10/29,China,28492.50685,141.4373088,2562.884972,11318.60752,31.47966392,12564.27857,1905.298489
2021/10/30,China,28492.15034,129.9776251,2557.022019,11341.8109,30.66955492,12590.03559,1873.304207
2021/10/31,China,28769.79891,138.8781567,2531.562047,11406.78035,28.19635454,12662.15527,2030.423079
2021/11/1,China,29040.34499,126.4847071,2534.144643,10975.50533,27.18279946,13225.79402,2178.416281
2021/11/2,China,29404.24196,112.3426536,2552.596335,11154.25949,28.22961101,13441.19783,2143.845646
2021/11/3,China,29180.94444,107.8865157,2540.047931,11091.69554,30.65471689,13365.8065,2075.50796
2021/11/4,China,28902.71389,99.48885865,2556.83113,11013.49059,32.45362357,13271.56733,1961.335974
2021/11/5,China,28673.3458,105.6716705,2517.329256,10946.45778,33.35300383,13190.7909,1913.096188
2021/11/6,China,29079.15229,88.75126241,2504.731886,10901.76924,28.65096507,13136.93995,2446.959947
2021/11/7,China,30034.11936,89.72540407,2525.69976,10935.28565,32.70643201,13177.32816,3306.080389
2021/11/8,China,29603.34595,82.98606866,2526.868091,10749.82821,27.78324491,12953.84671,3289.816877
2021/11/9,China,29429.93435,80.70217233,2541.789259,10794.51675,31.44865643,13007.69766,3005.228505
2021/11/10,China,29188.07974,89.51967816,2503.747176,10794.51675,34.28348695,13007.69766,2792.598477
2021/11/11,China,29524.00279,88.43630566,2517.524243,10944.22336,30.87781395,13188.09835,2785.720528
2021/11/12,China,29719.5054,100.2805615,2521.753417,11029.13158,34.23127917,13290.41516,2777.924675
2021/11/13,China,29807.70746,87.37235878,2466.158127,11136.38408,28.70146249,13419.65745,2698.135448
2021/11/14,China,29769.92075,98.40342782,2449.828325,11156.49392,35.24251269,13443.89038,2621.3047
2021/11/15,China,30123.48175,96.52314465,2479.523251,11315.13824,30.1077851,13635.06126,2597.235858
2021/11/16,China,30157.00898,92.68102766,2481.003008,11324.07594,32.16742603,13645.83145,2613.41755
2021/11/17,China,30136.38544,98.47127744,2488.335956,11337.4825,36.8720854,13661.98674,2550.108959
2021/11/18,China,29811.92997,97.63390481,2503.632212,11219.05787,34.09575745,13519.28171,2472.324266
2021/11/19,China,30276.79235,110.7700721,2549.444231,11382.17104,34.75497373,13715.83769,2518.569306
2021/11/20,China,30911.03111,99.13729271,2539.381037,11645.83343,31.51624613,14033.55831,2593.12104
2021/11/21,China,31375.22391,107.9787689,2535.519243,11665.94327,36.06450026,14057.79124,3007.991383
